wiek	naukaLata	edukacja	plec	wiaraZyciePo	szczescie	jakieZycie	fortunaEndPraca	gazetyCzesto	ogladaTVGodz	korzystaWWW	zodiak	dochod	ileGodzPracuje
57	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Nigdy	5	Nie	Wodnik	$10000 TO 12499	7
33	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	4	Nie	Panna	$22500 TO 24999	8
41	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Raz w tygodniu	3	Tak	Bliznieta	$50000 TO 59999	7
27	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	4	Nie	Bliznieta	$22500 TO 24999	6
51	16	Licencjat	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Tak	Kilka razy w tygodniu	4	Tak	Lew	$17500 TO 19999	6
45	16	Licencjat	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Nie	NA	NA	Tak	Byk	$20000 TO 22499	4
41	15	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Rak	NA	4
51	15	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	1	Tak	Bliznieta	$60000 TO 74999	10
69	8	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Byk	$60000 TO 74999	3
34	8	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Ryby	$5 000 TO 5 999	6
46	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Mniej niz raz w tygodniu	1	Tak	Strzelec	$20000 TO 22499	10
34	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Raz w tygodniu	2	Nie	Byk	$30000 TO 34999	13
28	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Baran	$50000 TO 59999	0
52	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Raz w tygodniu	2	Nie	Rak	$50000 TO 59999	12
47	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Skorpion	NA	1
48	20	Magisterium	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	1	Tak	Skorpion	$110000 OR OVER	12
19	11	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Panna	$30000 TO 34999	6
52	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Rutynowe	Tak	Raz w tygodniu	3	Tak	Lew	$10000 TO 12499	7
41	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	2	Tak	Ryby	$60000 TO 74999	8
62	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Skorpion	$60000 TO 74999	8
81	12	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Codziennie	3	Nie	Byk	$15000 TO 17499	0
49	12	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	4	Nie	Rak	$30000 TO 34999	7
74	NA	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Codziennie	5	Nie	Waga	$4 000 TO 4 999	1
55	19	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Skorpion	NA	2
46	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Byk	$4 000 TO 4 999	12
74	6	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Strzelec	$12500 TO 14999	2
26	12	Szkola srednia	Kobieta	Nie	Nieszczesliwy	Nudne	Nie	Raz w tygodniu	2	Tak	Waga	$12500 TO 14999	13
69	12	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	2	Nie	Strzelec	NA	2
44	2	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	Tak	NA	NA	Tak	Lew	$22500 TO 24999	3
44	17	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Baran	$75000 TO $89999	9
28	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Bliznieta	$50000 TO 59999	4
22	11	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Raz w tygodniu	3	Nie	Byk	$50000 TO 59999	8
31	15	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Lew	$35000 TO 39999	12
43	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Panna	$40000 TO 49999	8
76	8	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	5	Nie	Wodnik	NA	3
50	12	Szkola zawodowa	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Raz w tygodniu	4	Nie	Waga	$5 000 TO 5 999	6
47	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Nudne	Nie	Kilka razy w tygodniu	5	Tak	Ryby	$30000 TO 34999	8
36	8	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Byk	$30000 TO 34999	4
26	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Nie	Byk	$60000 TO 74999	10
43	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Ryby	$110000 OR OVER	7
37	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	Nie	NA	NA	Tak	Panna	$17500 TO 19999	7
25	14	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	6	Tak	Rak	$12500 TO 14999	4
87	6	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Nie	Panna	NA	0
81	5	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	NA	NA	Nigdy	3	Nie	Wodnik	NA	0
62	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Baran	$60000 TO 74999	1
21	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	20	Tak	Koziorozec	$20000 TO 22499	0
43	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Nigdy	4	Nie	Koziorozec	$1 000 TO 2 999	6
67	6	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	NA	NA	NA	Nie	Ryby	UNDER $1 000	2
48	15	Policealna	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	Nie	NA	NA	Tak	Panna	$60000 TO 74999	0
48	14	Policealna	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Nie	Rak	$90000 - $109999	10
75	18	Magisterium	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Waga	$50000 TO 59999	3
48	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	Bliznieta	$90000 - $109999	10
31	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	1	Tak	Bliznieta	$60000 TO 74999	9
54	14	Policealna	Mezczyzna	Nie	Bardzo szczesliwy	NA	NA	Codziennie	2	Tak	Koziorozec	$50000 TO 59999	8
64	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Kilka razy w tygodniu	3	Nie	Byk	$50000 TO 59999	7
22	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Strzelec	$12500 TO 14999	3
26	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	1	Nie	Lew	$60000 TO 74999	11
29	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Lew	$110000 OR OVER	10
27	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Nie	Ryby	$30000 TO 34999	8
26	12	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Nudne	Nie	Kilka razy w tygodniu	1	Tak	Bliznieta	$25000 TO 29999	12
23	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Byk	$40000 TO 49999	11
68	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	Codziennie	4	Nie	Wodnik	$20000 TO 22499	3
21	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Kilka razy w tygodniu	4	Tak	Ryby	$25000 TO 29999	8
48	14	Policealna	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	Skorpion	$110000 OR OVER	8
20	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Kilka razy w tygodniu	2	Tak	Strzelec	$90000 - $109999	10
62	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Raz w tygodniu	4	Tak	Skorpion	$25000 TO 29999	8
60	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Nie	Bliznieta	$10000 TO 12499	6
41	15	Policealna	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	2	Tak	Strzelec	$75000 TO $89999	13
44	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Rak	$17500 TO 19999	8
58	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	3	Tak	Rak	$40000 TO 49999	8
40	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	2	Nie	Koziorozec	$50000 TO 59999	12
27	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Waga	$30000 TO 34999	1
30	13	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Byk	$22500 TO 24999	4
37	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	3	Nie	Rak	UNDER $1 000	6
22	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Mniej niz raz w tygodniu	5	Tak	Waga	$17500 TO 19999	8
66	8	Szkola zawodowa	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Codziennie	6	Nie	Panna	$30000 TO 34999	1
24	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Codziennie	1	Tak	Ryby	$35000 TO 39999	10
63	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Kilka razy w tygodniu	2	Nie	Lew	$35000 TO 39999	11
50	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	4	Tak	Wodnik	NA	6
41	14	Policealna	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Wodnik	$50000 TO 59999	0
23	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	5	Tak	Strzelec	$25000 TO 29999	8
51	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Nie	Lew	$40000 TO 49999	9
39	11	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Nie	Baran	$17500 TO 19999	0
58	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Codziennie	6	Nie	Panna	$40000 TO 49999	7
43	12	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Mniej niz raz w tygodniu	8	Nie	Koziorozec	$10000 TO 12499	7
51	10	Szkola zawodowa	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Lew	$8 000 TO 9 999	11
69	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Nie	Strzelec	$110000 OR OVER	2
45	14	Policealna	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Waga	$110000 OR OVER	3
71	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	1	Nie	Rak	$35000 TO 39999	2
41	13	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	Nie	NA	NA	Tak	Rak	$40000 TO 49999	4
51	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Nie	Koziorozec	$20000 TO 22499	2
77	18	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Rutynowe	NA	Codziennie	2	Nie	Baran	$60000 TO 74999	3
61	13	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Baran	$25000 TO 29999	4
69	9	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	4	Nie	Waga	$25000 TO 29999	3
49	18	Magisterium	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Waga	$75000 TO $89999	8
53	19	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Tak	Rak	$110000 OR OVER	4
26	11	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Wodnik	$10000 TO 12499	2
60	17	Licencjat	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Tak	Koziorozec	$40000 TO 49999	6
51	15	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Nie	Codziennie	4	Tak	Strzelec	$40000 TO 49999	7
25	11	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Raz w tygodniu	4	Nie	Skorpion	$30000 TO 34999	7
40	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	0	Tak	Skorpion	$35000 TO 39999	8
25	11	Szkola zawodowa	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Tak	Raz w tygodniu	4	Nie	Ryby	$50000 TO 59999	6
36	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	5	Nie	Panna	$10000 TO 12499	8
33	13	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Mniej niz raz w tygodniu	2	Tak	Skorpion	$60000 TO 74999	8
65	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	Tak	NA	NA	Nie	Lew	$60000 TO 74999	3
NA	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	1	Tak	Lew	NA	13
58	20	Magisterium	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Panna	$50000 TO 59999	4
68	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	5	Nie	Waga	$50000 TO 59999	3
33	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Raz w tygodniu	3	Tak	Bliznieta	$75000 TO $89999	7
20	14	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	2	Tak	Wodnik	NA	11
29	14	Policealna	Kobieta	Nie	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Koziorozec	$50000 TO 59999	8
52	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Rak	$60000 TO 74999	9
66	18	Policealna	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	Codziennie	7	Tak	Rak	NA	3
73	16	Licencjat	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	NA	NA	NA	Tak	Koziorozec	NA	2
88	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	3	Nie	Lew	$30000 TO 34999	0
78	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Tak	Ryby	$40000 TO 49999	6
82	10	Szkola zawodowa	Mezczyzna	Nie	Dosc szczesliwy	Rutynowe	NA	Nigdy	8	Nie	Bliznieta	$25000 TO 29999	0
37	14	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Lew	UNDER $1 000	8
23	12	Szkola srednia	Mezczyzna	Nie	Nieszczesliwy	Nudne	Tak	NA	NA	Tak	Baran	$8 000 TO 9 999	10
75	15	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Ryby	$20000 TO 22499	3
59	15	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Nigdy	5	Nie	Koziorozec	$10000 TO 12499	6
56	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Nie	Skorpion	$20000 TO 22499	7
83	8	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	2	Nie	Skorpion	$5 000 TO 5 999	0
49	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Tak	Nigdy	6	Nie	Baran	$10000 TO 12499	7
72	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Raz w tygodniu	2	Tak	Bliznieta	NA	2
24	13	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	NA	NA	Kilka razy w tygodniu	2	Tak	Byk	$35000 TO 39999	9
20	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Baran	$12500 TO 14999	4
50	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	4	Nie	Skorpion	$12500 TO 14999	7
35	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	NA	NA	Tak	Koziorozec	$40000 TO 49999	8
19	11	Szkola zawodowa	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	1	Tak	Skorpion	$22500 TO 24999	13
50	13	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Codziennie	1	Tak	Bliznieta	$90000 - $109999	12
47	18	Magisterium	Kobieta	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$90000 - $109999	0
37	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	NA	Nigdy	8	Nie	Strzelec	$22500 TO 24999	6
56	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	Nigdy	5	Nie	Baran	$20000 TO 22499	8
53	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Tak	Koziorozec	$25000 TO 29999	6
37	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	6	Nie	Strzelec	$4 000 TO 4 999	5
24	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	2	Tak	Lew	$25000 TO 29999	11
33	10	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Nigdy	24	Nie	Waga	$12500 TO 14999	0
50	12	Szkola srednia	Kobieta	Nie	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Nie	Waga	$75000 TO $89999	3
67	19	Magisterium	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	5	Nie	Lew	$30000 TO 34999	1
33	9	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	3	Tak	Rak	$60000 TO 74999	7
78	12	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	NA	NA	NA	Nie	Baran	$15000 TO 17499	4
56	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	2	Tak	Byk	$25000 TO 29999	9
87	12	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Rutynowe	NA	NA	NA	Nie	Skorpion	$22500 TO 24999	0
35	16	Licencjat	Mezczyzna	Nie	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Koziorozec	$110000 OR OVER	1
36	15	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	11	Tak	Lew	$110000 OR OVER	2
52	12	Szkola srednia	Kobieta	Nie	Nieszczesliwy	NA	NA	Codziennie	11	Tak	Panna	$7 000 TO 7 999	3
79	15	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	NA	NA	Nie	Baran	$40000 TO 49999	0
56	20	Magisterium	Mezczyzna	Nie	Nieszczesliwy	Rutynowe	Tak	Mniej niz raz w tygodniu	2	Tak	Skorpion	$60000 TO 74999	13
33	19	Magisterium	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Bliznieta	$60000 TO 74999	6
52	8	Szkola zawodowa	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	NA	NA	Tak	Koziorozec	$17500 TO 19999	9
23	16	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	0	Tak	Lew	$75000 TO $89999	12
51	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Kilka razy w tygodniu	3	Tak	Waga	$110000 OR OVER	8
35	9	Szkola zawodowa	Mezczyzna	Tak	Nieszczesliwy	NA	NA	NA	NA	Nie	Koziorozec	$7 000 TO 7 999	2
33	9	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	NA	Nie	Raz w tygodniu	1	Nie	Strzelec	$22500 TO 24999	10
21	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	1	Tak	Bliznieta	$25000 TO 29999	13
63	12	Szkola srednia	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Kilka razy w tygodniu	5	Nie	Panna	$20000 TO 22499	6
24	12	Szkola srednia	Kobieta	Nie	Nieszczesliwy	NA	NA	Raz w tygodniu	2	Tak	Baran	$90000 - $109999	9
33	14	Szkola srednia	Kobieta	Tak	Nieszczesliwy	Rutynowe	Tak	NA	NA	Tak	Bliznieta	$15000 TO 17499	11
72	8	Szkola zawodowa	Mezczyzna	Tak	Bardzo szczesliwy	Ekscytujace	NA	Kilka razy w tygodniu	3	Nie	Ryby	$7 000 TO 7 999	2
28	8	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Nigdy	3	Nie	Baran	NA	6
37	13	Policealna	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Tak	Codziennie	1	Tak	Strzelec	$75000 TO $89999	12
21	13	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	NA	Codziennie	3	Tak	Panna	$110000 OR OVER	7
31	15	Licencjat	Mezczyzna	Tak	Bardzo szczesliwy	NA	NA	Codziennie	1	Nie	Rak	$90000 - $109999	9
34	14	Szkola srednia	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	Mniej niz raz w tygodniu	2	Tak	Rak	$50000 TO 59999	8
41	13	Szkola srednia	Mezczyzna	Nie	Dosc szczesliwy	NA	NA	Raz w tygodniu	5	Nie	Koziorozec	$25000 TO 29999	6
40	15	Szkola srednia	Mezczyzna	Nie	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Nie	Strzelec	NA	9
81	11	Szkola srednia	Mezczyzna	Tak	Nieszczesliwy	Rutynowe	NA	Codziennie	2	Nie	Waga	$7 000 TO 7 999	0
50	2	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	Codziennie	3	Tak	Baran	$50000 TO 59999	6
34	14	Szkola srednia	Mezczyzna	Tak	Dosc szczesliwy	NA	NA	Raz w tygodniu	2	Tak	Strzelec	$50000 TO 59999	9
36	18	Licencjat	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	1	Tak	Skorpion	$90000 - $109999	9
38	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	4	Tak	Waga	$60000 TO 74999	7
47	16	Licencjat	Kobieta	Tak	Bardzo szczesliwy	NA	NA	Codziennie	3	Tak	Panna	$90000 - $109999	6
42	16	Licencjat	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	NA	9
34	15	Szkola srednia	Kobieta	Nie	Bardzo szczesliwy	Ekscytujace	Nie	Codziennie	1	Tak	Ryby	NA	13
59	10	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Codziennie	5	Tak	Byk	$30000 TO 34999	8
72	16	Licencjat	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	Tak	NA	NA	Nie	Strzelec	NA	1
26	15	Policealna	Kobieta	Tak	Bardzo szczesliwy	Ekscytujace	Nie	NA	NA	Tak	Ryby	$40000 TO 49999	10
31	18	Magisterium	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	3	Tak	Bliznieta	$75000 TO $89999	7
28	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Kilka razy w tygodniu	6	Nie	Strzelec	$15000 TO 17499	6
33	12	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Ekscytujace	NA	Codziennie	4	Nie	Lew	$8 000 TO 9 999	8
52	14	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	0	Tak	Lew	$5 000 TO 5 999	11
29	11	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Mniej niz raz w tygodniu	9	Nie	Rak	$1 000 TO 2 999	0
37	10	Szkola zawodowa	Mezczyzna	Tak	Dosc szczesliwy	Rutynowe	Nie	Nigdy	3	Tak	Skorpion	$30000 TO 34999	7
31	9	Szkola zawodowa	Kobieta	Tak	Dosc szczesliwy	NA	NA	Mniej niz raz w tygodniu	3	Nie	Wodnik	$15000 TO 17499	8
50	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Rutynowe	Tak	NA	NA	Tak	Byk	$60000 TO 74999	10
27	12	Szkola srednia	Kobieta	Tak	Dosc szczesliwy	Ekscytujace	Tak	Kilka razy w tygodniu	3	Nie	Skorpion	$25000 TO 29999	6
